Asset Event Count (by Type),,,
Shows number of events per event type and asset,,,
Report Parameters,,,
StartTimeFilter: 31/12/2017 06:17:00 GMT,,,
EndTimeFilter: 07/01/2018 06:17:00 GMT,,,
Language: English,,,
Asset,,Event Type,Occurrences
LV1201 Q-80812,,Journey Periodic,3133
LV1201 Q-80812,,Ignition On,85
LV1201 Q-80812,,Tag In,82
LV1201 Q-80812,,Harsh Cornering,25
LV1201 Q-80812,,Heartbeat,14
LV1201 Q-80812,,Overspeed End,26
LV1201 Q-80812,,Overspeed Start,26
LV1201 Q-80812,,Idle End,12
LV1201 Q-80812,,Idle Start,17
LV1201 Q-80812,,Harsh Acceleration,19
LV1201 Q-80812,,Geofence Exit,1
LV1201 Q-80812,,Geofence Entry,1
LV1201 Q-80812,Count: 15,,Sum: 3696
LV1204 D-23489,,,
LV1204 D-23489,,Power Up,11
LV1204 D-23489,,Heartbeat,17
LV1204 D-23489,,Tag Out,10
LV1204 D-23489,,Journey Summary,2
LV1204 D-23489,,Ignition Off,2
LV1204 D-23489,,Journey Periodic,20
LV1204 D-23489,,Ignition On,2
LV1204 D-23489,,Tag In,10
LV1204 D-23489,,External Power Restore,3
LV1204 D-23489,,External Power Loss,3
LV1204 D-23489,Count: 10,,Sum: 80
LV1205 I-70734,,,
LV1205 I-70734,,Tag Out,29
LV1205 I-70734,,Journey Summary,30
LV1205 I-70734,,Ignition Off,30
LV1205 I-70734,,Journey Periodic,310
LV1205 I-70734,,Ignition On,30
LV1205 I-70734,,Tag In,29
LV1205 I-70734,,Heartbeat,13
LV1205 I-70734,,Harsh Acceleration,1
LV1205 I-70734,,Power Up,6
LV1205 I-70734,Count: 9,,Sum: 478
LV1206 O-49805,,,
LV1206 O-49805,,Tag Out,60
LV1206 O-49805,,Journey Summary,62
LV1206 O-49805,,Ignition Off,62
LV1206 O-49805,,Journey Periodic,1899
LV1206 O-49805,,Ignition On,62
LV1206 O-49805,,Tag In,60
LV1206 O-49805,,Heartbeat,14
LV1206 O-49805,,Harsh Acceleration,38
LV1206 O-49805,,Overspeed End,49
LV1206 O-49805,,Overspeed Start,48
LV1206 O-49805,,Harsh Cornering,28
LV1206 O-49805,,Idle End,3
LV1206 O-49805,,Idle Start,8
LV1206 O-49805,,Harsh Deceleration,3
LV1206 O-49805,,Geofence Exit,8
LV1206 O-49805,,Geofence Entry,8
LV1206 O-49805,Count: 16,,Sum: 2412
LV1207 N-56866,,,
LV1207 N-56866,,Journey Periodic,697
LV1207 N-56866,,Ignition On,44
LV1207 N-56866,,Tag In,43
LV1207 N-56866,,Tag Out,42
LV1207 N-56866,,Journey Summary,43
LV1207 N-56866,,Ignition Off,43
LV1207 N-56866,,Harsh Acceleration,6
LV1207 N-56866,,Heartbeat,14
LV1207 N-56866,,Idle Start,6
LV1207 N-56866,Count: 9,,Sum: 938
LV1209 N-59148,,,
LV1209 N-59148,,Tag Out,23
LV1209 N-59148,,Journey Summary,23
LV1209 N-59148,,Ignition Off,23
LV1209 N-59148,,Journey Periodic,393
LV1209 N-59148,,Harsh Acceleration,9
LV1209 N-59148,,Ignition On,23
LV1209 N-59148,,Tag In,23
LV1209 N-59148,,Geofence Exit,1
LV1209 N-59148,,Geofence Entry,1
LV1209 N-59148,,Heartbeat,13
LV1209 N-59148,,Harsh Cornering,8
LV1209 N-59148,,Idle End,2
LV1209 N-59148,,Idle Start,2
LV1209 N-59148,,Harsh RPM,1
LV1209 N-59148,,Power Up,6
LV1209 N-59148,Count: 15,,Sum: 551
LV1210 N-60898,,,
LV1210 N-60898,,Tag Out,22
LV1210 N-60898,,Journey Summary,24
LV1210 N-60898,,Ignition Off,24
LV1210 N-60898,,Journey Periodic,740
LV1210 N-60898,,Harsh RPM,1
LV1210 N-60898,,Harsh Cornering,32
LV1210 N-60898,,Geofence Exit,14
LV1210 N-60898,,Geofence Entry,14
LV1210 N-60898,,Ignition On,24
LV1210 N-60898,,Tag In,22
LV1210 N-60898,,Heartbeat,14
LV1210 N-60898,,Power Up,3
LV1210 N-60898,,Harsh Acceleration,6
LV1210 N-60898,,Harsh Deceleration,2
LV1210 N-60898,Count: 14,,Sum: 942
LV1211 J-33402,,,
LV1211 J-33402,,Tag Out,12
LV1211 J-33402,,Journey Summary,11
LV1211 J-33402,,Ignition Off,11
LV1211 J-33402,,Journey Periodic,179
LV1211 J-33402,,Harsh Acceleration,1
LV1211 J-33402,,Ignition On,11
LV1211 J-33402,,Tag In,12
LV1211 J-33402,,Geofence Exit,2
LV1211 J-33402,,Geofence Entry,2
LV1211 J-33402,,Heartbeat,12
LV1211 J-33402,,Harsh Cornering,1
LV1211 J-33402,,Harsh RPM,4
LV1211 J-33402,,Power Up,13
LV1211 J-33402,,External Power Restore,4
LV1211 J-33402,,External Power Loss,4
LV1211 J-33402,Count: 15,,Sum: 279
LV1212 I-70790,,,
LV1212 I-70790,,Tag Out,23
LV1212 I-70790,,Journey Summary,24
LV1212 I-70790,,Ignition Off,24
LV1212 I-70790,,Journey Periodic,412
LV1212 I-70790,,Harsh Acceleration,4
LV1212 I-70790,,Harsh RPM,8
LV1212 I-70790,,Power Up,5
LV1212 I-70790,,Ignition On,24
LV1212 I-70790,,Tag In,23
LV1212 I-70790,,Heartbeat,13
LV1212 I-70790,,Harsh Cornering,14
LV1212 I-70790,,Idle End,1
LV1212 I-70790,,Idle Start,1
LV1212 I-70790,Count: 13,,Sum: 576
LV1213 P-65092,,,
LV1213 P-65092,,Tag Out,24
LV1213 P-65092,,Journey Summary,23
LV1213 P-65092,,Ignition Off,23
LV1213 P-65092,,Journey Periodic,702
LV1213 P-65092,,Harsh RPM,15
LV1213 P-65092,,Harsh Acceleration,35
LV1213 P-65092,,Harsh Cornering,39
LV1213 P-65092,,Geofence Exit,9
LV1213 P-65092,,Geofence Entry,9
LV1213 P-65092,,Idle End,3
LV1213 P-65092,,Idle Start,3
LV1213 P-65092,,Ignition On,23
LV1213 P-65092,,Tag In,24
LV1213 P-65092,,Heartbeat,14
LV1213 P-65092,Count: 14,,Sum: 946
LV1214 P-70919,,,
LV1214 P-70919,,Tag Out,57
LV1214 P-70919,,Journey Summary,57
LV1214 P-70919,,Ignition Off,57
LV1214 P-70919,,Journey Periodic,1252
LV1214 P-70919,,Ignition On,57
LV1214 P-70919,,Tag In,57
LV1214 P-70919,,Harsh Cornering,41
LV1214 P-70919,,Heartbeat,13
LV1214 P-70919,,Overspeed End,4
LV1214 P-70919,,Overspeed Start,4
LV1214 P-70919,,External Power Restore,1
LV1214 P-70919,,External Power Loss,1
LV1214 P-70919,,Harsh Acceleration,5
LV1214 P-70919,,Idle End,2
LV1214 P-70919,,Idle Start,2
LV1214 P-70919,,Harsh RPM,10
LV1214 P-70919,,Power Up,1
LV1214 P-70919,Count: 17,,Sum: 1621
LV1215 P-61418,,,
LV1215 P-61418,,Tag Out,28
LV1215 P-61418,,Journey Summary,28
LV1215 P-61418,,Ignition Off,28
LV1215 P-61418,,Journey Periodic,697
LV1215 P-61418,,Geofence Exit,23
LV1215 P-61418,,Geofence Entry,22
LV1215 P-61418,,Ignition On,28
LV1215 P-61418,,Tag In,28
LV1215 P-61418,,Idle End,1
LV1215 P-61418,,Idle Start,1
LV1215 P-61418,,Power Up,2
LV1215 P-61418,,Heartbeat,13
LV1215 P-61418,,Harsh Cornering,23
LV1215 P-61418,,Harsh Acceleration,12
LV1215 P-61418,Count: 14,,Sum: 934
LV1216 N-49430,,,
LV1216 N-49430,,Heartbeat,13
LV1216 N-49430,,Power Up,12
LV1216 N-49430,Count: 2,,Sum: 25
LV1217 N-30548,,,
LV1217 N-30548,,Tag Out,78
LV1217 N-30548,,Journey Summary,79
LV1217 N-30548,,Ignition Off,79
LV1217 N-30548,,Journey Periodic,1386
LV1217 N-30548,,Ignition On,79
LV1217 N-30548,,Tag In,79
LV1217 N-30548,,Harsh RPM,18
LV1217 N-30548,,Harsh Acceleration,56
LV1217 N-30548,,Harsh Cornering,57
LV1217 N-30548,,Geofence Exit,2
LV1217 N-30548,,Geofence Entry,2
LV1217 N-30548,,Heartbeat,14
LV1217 N-30548,,Harsh Deceleration,3
LV1217 N-30548,,Overspeed End,8
LV1217 N-30548,,Overspeed Start,8
LV1217 N-30548,Count: 15,,Sum: 1948
LV1218 J-18960,,,
LV1218 J-18960,,Tag Out,74
LV1218 J-18960,,Journey Summary,76
LV1218 J-18960,,Ignition Off,75
LV1218 J-18960,,Ignition On,74
LV1218 J-18960,,Tag In,73
LV1218 J-18960,,Journey Periodic,1729
LV1218 J-18960,,Harsh Cornering,52
LV1218 J-18960,,Harsh Acceleration,56
LV1218 J-18960,,Heartbeat,14
LV1218 J-18960,,Geofence Exit,27
LV1218 J-18960,,Geofence Entry,27
LV1218 J-18960,,Harsh RPM,91
LV1218 J-18960,,Overspeed End,21
LV1218 J-18960,,Overspeed Start,21
LV1218 J-18960,,Idle End,1
LV1218 J-18960,,Idle Start,1
LV1218 J-18960,,Power Up,1
LV1218 J-18960,Count: 17,,Sum: 2413
LV1219 N-28727,,,
LV1219 N-28727,,Journey Periodic,438
LV1219 N-28727,,Harsh Acceleration,10
LV1219 N-28727,,Ignition On,97
LV1219 N-28727,,Tag In,97
LV1219 N-28727,,Tag Out,96
LV1219 N-28727,,Journey Summary,96
LV1219 N-28727,,Ignition Off,96
LV1219 N-28727,,Idle Start,1
LV1219 N-28727,,Heartbeat,14
LV1219 N-28727,,Harsh Deceleration,3
LV1219 N-28727,,Harsh Cornering,12
LV1219 N-28727,,Geofence Exit,1
LV1219 N-28727,,Geofence Entry,1
LV1219 N-28727,,Power Up,1
LV1219 N-28727,Count: 14,,Sum: 963
LV1220 N-90256,,,
LV1220 N-90256,,Tag Out,13
LV1220 N-90256,,Journey Summary,48
LV1220 N-90256,,Ignition Off,48
LV1220 N-90256,,Journey Periodic,1360
LV1220 N-90256,,Ignition On,48
LV1220 N-90256,,Tag In,13
LV1220 N-90256,,Heartbeat,14
LV1220 N-90256,,External Power Restore,2
LV1220 N-90256,,External Power Loss,2
LV1220 N-90256,,Harsh Cornering,26
LV1220 N-90256,,Idle Start,7
LV1220 N-90256,,Idle End,5
LV1220 N-90256,,Harsh Deceleration,2
LV1220 N-90256,,Harsh Acceleration,5
LV1220 N-90256,,Power Up,2
LV1220 N-90256,Count: 15,,Sum: 1595
LV1230 I-89616,,,
LV1254 S-69627,,,
LV1254 S-69627,,Tag Out,62
LV1254 S-69627,,Journey Summary,85
LV1254 S-69627,,Ignition Off,86
LV1254 S-69627,,Journey Periodic,337
LV1254 S-69627,,Ignition On,86
LV1254 S-69627,,Tag In,62
LV1254 S-69627,,Command Response,2
LV1254 S-69627,,Normal Mode On,1
LV1254 S-69627,,Heartbeat,15
LV1254 S-69627,,Overspeed End,69
LV1254 S-69627,,Overspeed Start,70
LV1254 S-69627,,Harsh Acceleration,40
LV1254 S-69627,,Harsh Cornering,45
LV1254 S-69627,,Idle End,5
LV1254 S-69627,,Idle Start,7
LV1254 S-69627,,Service Mode On,1
LV1254 S-69627,,Harsh Deceleration,1
LV1254 S-69627,Count: 17,,Sum: 974
LV1255 S-69640,,,
LV1255 S-69640,,Tag Out,31
LV1255 S-69640,,Journey Summary,30
LV1255 S-69640,,Ignition Off,31
LV1255 S-69640,,Journey Periodic,111
LV1255 S-69640,,Ignition On,31
LV1255 S-69640,,Tag In,31
LV1255 S-69640,,Heartbeat,13
LV1255 S-69640,,Harsh Acceleration,17
LV1255 S-69640,,Overspeed End,57
LV1255 S-69640,,Overspeed Start,57
LV1255 S-69640,,Harsh Cornering,11
LV1255 S-69640,,Harsh Deceleration,2
LV1255 S-69640,,Idle Start,1
LV1255 S-69640,Count: 13,,Sum: 423
LV1256 S-69645,,,
LV1256 S-69645,,Journey Periodic,173
LV1256 S-69645,,Ignition On,14
LV1256 S-69645,,Tag In,13
LV1256 S-69645,,Tag Out,12
LV1256 S-69645,,Journey Summary,13
LV1256 S-69645,,Ignition Off,13
LV1256 S-69645,,Heartbeat,13
LV1256 S-69645,,Harsh Cornering,3
LV1256 S-69645,,Idle End,4
LV1256 S-69645,,Idle Start,4
LV1256 S-69645,,Harsh Acceleration,6
LV1256 S-69645,,Overspeed End,24
LV1256 S-69645,,Overspeed Start,24
LV1256 S-69645,Count: 13,,Sum: 316
LV1257 S-69646,,,
LV1257 S-69646,,Overspeed Start,94
LV1257 S-69646,,Harsh Cornering,9
LV1257 S-69646,,Journey Periodic,554
LV1257 S-69646,,Idle End,5
LV1257 S-69646,,Idle Start,7
LV1257 S-69646,,Ignition On,71
LV1257 S-69646,,Tag In,70
LV1257 S-69646,,Tag Out,69
LV1257 S-69646,,Journey Summary,70
LV1257 S-69646,,Ignition Off,70
LV1257 S-69646,,Harsh Acceleration,49
LV1257 S-69646,,Power Up,1
LV1257 S-69646,,Overspeed End,93
LV1257 S-69646,,Geofence Exit,2
LV1257 S-69646,,Geofence Entry,2
LV1257 S-69646,,Heartbeat,13
LV1257 S-69646,,Harsh Deceleration,9
LV1257 S-69646,Count: 17,,Sum: 1188
LV1258 S-69647,,,
LV1258 S-69647,,Journey Periodic,215
LV1258 S-69647,,Ignition On,74
LV1258 S-69647,,Tag In,73
LV1258 S-69647,,Tag Out,72
LV1258 S-69647,,Journey Summary,74
LV1258 S-69647,,Ignition Off,73
LV1258 S-69647,,Harsh Acceleration,15
LV1258 S-69647,,Harsh Cornering,8
LV1258 S-69647,,Heartbeat,13
LV1258 S-69647,,Overspeed End,8
LV1258 S-69647,,Overspeed Start,8
LV1258 S-69647,,Idle End,8
LV1258 S-69647,,Idle Start,8
LV1258 S-69647,,Geofence Exit,9
LV1258 S-69647,,Geofence Entry,8
LV1258 S-69647,,Power Up,2
LV1258 S-69647,Count: 16,,Sum: 668
LV1259 S-69648,,,
LV1259 S-69648,,Journey Periodic,378
LV1259 S-69648,,Ignition On,65
LV1259 S-69648,,Tag In,65
LV1259 S-69648,,Tag Out,64
LV1259 S-69648,,Journey Summary,64
LV1259 S-69648,,Ignition Off,64
LV1259 S-69648,,Overspeed End,34
LV1259 S-69648,,Overspeed Start,33
LV1259 S-69648,,Idle Start,16
LV1259 S-69648,,Harsh Cornering,13
LV1259 S-69648,,Heartbeat,14
LV1259 S-69648,,Harsh Deceleration,2
LV1259 S-69648,,Harsh Acceleration,14
LV1259 S-69648,,Idle End,10
LV1259 S-69648,,Power Up,3
LV1259 S-69648,,Geofence Exit,1
LV1259 S-69648,,Geofence Entry,1
LV1259 S-69648,Count: 17,,Sum: 841
LV1260 S-69649,,,
LV1260 S-69649,,Journey Periodic,287
LV1260 S-69649,,Harsh Cornering,25
LV1260 S-69649,,Harsh Acceleration,17
LV1260 S-69649,,Ignition On,56
LV1260 S-69649,,Tag In,55
LV1260 S-69649,,Tag Out,54
LV1260 S-69649,,Journey Summary,55
LV1260 S-69649,,Ignition Off,55
LV1260 S-69649,,Heartbeat,13
LV1260 S-69649,,Overspeed End,79
LV1260 S-69649,,Overspeed Start,79
LV1260 S-69649,,Idle End,7
LV1260 S-69649,,Idle Start,7
LV1260 S-69649,,Harsh Deceleration,2
LV1260 S-69649,,Power Up,2
LV1260 S-69649,,Geofence Exit,3
LV1260 S-69649,,Geofence Entry,3
LV1260 S-69649,Count: 17,,Sum: 799
LV1261 S-69650,,,
LV1261 S-69650,,Tag Out,81
LV1261 S-69650,,Journey Summary,80
LV1261 S-69650,,Ignition Off,80
LV1261 S-69650,,Journey Periodic,386
LV1261 S-69650,,Ignition On,80
LV1261 S-69650,,Tag In,82
LV1261 S-69650,,Harsh Acceleration,24
LV1261 S-69650,,Heartbeat,14
LV1261 S-69650,,Overspeed End,30
LV1261 S-69650,,Overspeed Start,30
LV1261 S-69650,,Geofence Exit,4
LV1261 S-69650,,Geofence Entry,4
LV1261 S-69650,,Harsh Cornering,7
LV1261 S-69650,,Idle End,3
LV1261 S-69650,,Idle Start,5
LV1261 S-69650,,Harsh Deceleration,1
LV1261 S-69650,Count: 16,,Sum: 911
LV1262 S-69651,,,
LV1262 S-69651,,Journey Periodic,505
LV1262 S-69651,,Ignition On,70
LV1262 S-69651,,Tag In,69
LV1262 S-69651,,Tag Out,68
LV1262 S-69651,,Journey Summary,69
LV1262 S-69651,,Ignition Off,69
LV1262 S-69651,,Harsh Cornering,23
LV1262 S-69651,,Overspeed End,64
LV1262 S-69651,,Overspeed Start,65
LV1262 S-69651,,Heartbeat,16
LV1262 S-69651,,Idle End,13
LV1262 S-69651,,Idle Start,15
LV1262 S-69651,,Harsh Acceleration,21
LV1262 S-69651,,Power Up,3
LV1262 S-69651,,Geofence Exit,4
LV1262 S-69651,,Geofence Entry,4
LV1262 S-69651,,Harsh Deceleration,2
LV1262 S-69651,Count: 17,,Sum: 1080
LV1263 S-79869,,,
LV1263 S-79869,,Journey Periodic,353
LV1263 S-79869,,Idle Start,14
LV1263 S-79869,,Ignition On,49
LV1263 S-79869,,Tag In,47
LV1263 S-79869,,Tag Out,46
LV1263 S-79869,,Journey Summary,48
LV1263 S-79869,,Ignition Off,48
LV1263 S-79869,,Harsh Cornering,21
LV1263 S-79869,,Harsh Deceleration,3
LV1263 S-79869,,Power Up,2
LV1263 S-79869,,Heartbeat,13
LV1263 S-79869,,Harsh Acceleration,21
LV1263 S-79869,,Geofence Exit,11
LV1263 S-79869,,Geofence Entry,11
LV1263 S-79869,,Idle End,9
LV1263 S-79869,,Overspeed End,53
LV1263 S-79869,,Overspeed Start,53
LV1263 S-79869,Count: 17,,Sum: 802
LV1264 S-79872,,,
LV1264 S-79872,,Heartbeat,13
LV1264 S-79872,Count: 1,,Sum: 13
LV1265 S-79871,,,
LV1265 S-79871,,Tag Out,102
LV1265 S-79871,,Journey Summary,101
LV1265 S-79871,,Ignition Off,101
LV1265 S-79871,,Journey Periodic,425
LV1265 S-79871,,Ignition On,101
LV1265 S-79871,,Tag In,101
LV1265 S-79871,,Power Up,2
LV1265 S-79871,,Heartbeat,15
LV1265 S-79871,,Overspeed End,21
LV1265 S-79871,,Overspeed Start,21
LV1265 S-79871,,Harsh Cornering,24
LV1265 S-79871,,Harsh Acceleration,12
LV1265 S-79871,,Idle End,5
LV1265 S-79871,,Idle Start,8
LV1265 S-79871,,Geofence Exit,2
LV1265 S-79871,,Geofence Entry,2
LV1265 S-79871,Count: 16,,Sum: 1043
LV1266 S-79870,,,
LV1266 S-79870,,Journey Periodic,587
LV1266 S-79870,,Idle Start,12
LV1266 S-79870,,Ignition On,87
LV1266 S-79870,,Tag In,80
LV1266 S-79870,,Tag Out,80
LV1266 S-79870,,Journey Summary,84
LV1266 S-79870,,Ignition Off,85
LV1266 S-79870,,Harsh Acceleration,15
LV1266 S-79870,,Harsh Cornering,25
LV1266 S-79870,,Geofence Exit,13
LV1266 S-79870,,Geofence Entry,11
LV1266 S-79870,,Idle End,8
LV1266 S-79870,,Heartbeat,15
LV1266 S-79870,,Overspeed End,68
LV1266 S-79870,,Overspeed Start,68
LV1266 S-79870,,Power Up,1
LV1266 S-79870,,Harsh Deceleration,1
LV1266 S-79870,Count: 17,,Sum: 1240
LV1268 K-83604,,,
LV1268 K-83604,,Journey Periodic,256
LV1268 K-83604,,Idle End,7
LV1268 K-83604,,Idle Start,10
LV1268 K-83604,,Harsh RPM,16
LV1268 K-83604,,Ignition On,27
LV1268 K-83604,,Tag In,36
LV1268 K-83604,,Tag Out,35
LV1268 K-83604,,Ignition Off,26
LV1268 K-83604,,Overspeed End,11
LV1268 K-83604,,Overspeed Start,11
LV1268 K-83604,,Heartbeat,14
LV1268 K-83604,,Power Up,2
LV1268 K-83604,Count: 12,,Sum: 451
LV1269 C-65546,,,
LV1269 C-65546,,Journey Periodic,136
LV1269 C-65546,,Ignition On,48
LV1269 C-65546,,Tag In,49
LV1269 C-65546,,Tag Out,48
LV1269 C-65546,,Ignition Off,47
LV1269 C-65546,,Geofence Exit,10
LV1269 C-65546,,Geofence Entry,10
LV1269 C-65546,,Heartbeat,8
LV1269 C-65546,,Idle End,2
LV1269 C-65546,,Idle Start,3
LV1269 C-65546,,Command Response,3
LV1269 C-65546,,Normal Mode On,1
LV1269 C-65546,,Service Mode On,1
LV1269 C-65546,,External Power Restore,1
LV1269 C-65546,Count: 14,,Sum: 367
LV1270 Q-10355,,,
LV1270 Q-10355,,Tag Out,110
LV1270 Q-10355,,Journey Summary,128
LV1270 Q-10355,,Ignition Off,121
LV1270 Q-10355,,Ignition On,122
LV1270 Q-10355,,Tag In,110
LV1270 Q-10355,,Harsh Acceleration,4
LV1270 Q-10355,,Journey Periodic,330
LV1270 Q-10355,,Idle Start,3
LV1270 Q-10355,,Heartbeat,17
LV1270 Q-10355,,Power Up,1
LV1270 Q-10355,,Harsh RPM,2
LV1270 Q-10355,,Idle End,2
LV1270 Q-10355,,Harsh Cornering,8
LV1270 Q-10355,,Overspeed End,1
LV1270 Q-10355,,Overspeed Start,1
LV1270 Q-10355,Count: 15,,Sum: 960
LV1271 Q-10148,,,
LV1271 Q-10148,,Harsh Cornering,41
LV1271 Q-10148,,Journey Periodic,277
LV1271 Q-10148,,Ignition On,88
LV1271 Q-10148,,Tag In,87
LV1271 Q-10148,,Tag Out,86
LV1271 Q-10148,,Journey Summary,95
LV1271 Q-10148,,Ignition Off,87
LV1271 Q-10148,,Heartbeat,16
LV1271 Q-10148,,Harsh Acceleration,25
LV1271 Q-10148,,Power Up,1
LV1271 Q-10148,,Idle End,2
LV1271 Q-10148,,Idle Start,4
LV1271 Q-10148,,Harsh RPM,29
LV1271 Q-10148,,Overspeed End,2
LV1271 Q-10148,,Overspeed Start,2
LV1271 Q-10148,,Harsh Deceleration,1
LV1271 Q-10148,Count: 16,,Sum: 843
LV1273 E-15850,,,
LV1273 E-15850,,Tag Out,67
LV1273 E-15850,,Journey Summary,67
LV1273 E-15850,,Ignition Off,67
LV1273 E-15850,,Ignition On,67
LV1273 E-15850,,Tag In,67
LV1273 E-15850,,Heartbeat,14
LV1273 E-15850,,Idle End,1
LV1273 E-15850,,Idle Start,1
LV1273 E-15850,,Journey Periodic,128
LV1273 E-15850,,Harsh Cornering,10
LV1273 E-15850,,Harsh Acceleration,6
LV1273 E-15850,Count: 11,,Sum: 495
LV1274 M-78418,,,
LV1274 M-78418,,Journey Periodic,278
LV1274 M-78418,,Ignition On,78
LV1274 M-78418,,Tag In,80
LV1274 M-78418,,Tag Out,80
LV1274 M-78418,,Journey Summary,88
LV1274 M-78418,,Ignition Off,78
LV1274 M-78418,,Harsh Cornering,4
LV1274 M-78418,,Heartbeat,16
LV1274 M-78418,,Idle End,3
LV1274 M-78418,,Idle Start,4
LV1274 M-78418,,Power Up,1
LV1274 M-78418,,Harsh RPM,10
LV1274 M-78418,,Harsh Acceleration,18
LV1274 M-78418,Count: 13,,Sum: 738
LV1281 H-65822,,,
LV1281 H-65822,,Tag Out,37
LV1281 H-65822,,Journey Summary,38
LV1281 H-65822,,Ignition Off,38
LV1281 H-65822,,Harsh Acceleration,42
LV1281 H-65822,,Journey Periodic,146
LV1281 H-65822,,Ignition On,38
LV1281 H-65822,,Tag In,37
LV1281 H-65822,,Overspeed End,19
LV1281 H-65822,,Overspeed Start,19
LV1281 H-65822,,Harsh RPM,3
LV1281 H-65822,,Harsh Deceleration,1
LV1281 H-65822,,Heartbeat,14
LV1281 H-65822,,Geofence Exit,7
LV1281 H-65822,,Geofence Entry,7
LV1281 H-65822,,Harsh Cornering,17
LV1281 H-65822,Count: 15,,Sum: 463
LV1282 G-14693,,,
LV1282 G-14693,,Ignition On,37
LV1282 G-14693,,Journey Summary,36
LV1282 G-14693,,Ignition Off,36
LV1282 G-14693,,Journey Periodic,171
LV1282 G-14693,,Harsh Acceleration,60
LV1282 G-14693,,Harsh RPM,31
LV1282 G-14693,,Harsh Cornering,9
LV1282 G-14693,,Heartbeat,14
LV1282 G-14693,,Harsh Deceleration,3
LV1282 G-14693,,External Power Restore,1
LV1282 G-14693,,External Power Loss,1
LV1282 G-14693,,Geofence Exit,4
LV1282 G-14693,,Geofence Entry,4
LV1282 G-14693,,Idle End,1
LV1282 G-14693,,Idle Start,1
LV1282 G-14693,,Overspeed End,2
LV1282 G-14693,,Overspeed Start,2
LV1282 G-14693,Count: 17,,Sum: 413
LV1283,,,
LV1283,,Heartbeat,14
LV1283,,Tag Out,13
LV1283,,Journey Summary,13
LV1283,,Ignition Off,13
LV1283,,Ignition On,13
LV1283,,Tag In,13
LV1283,,Journey Periodic,9
LV1283,Count: 7,,Sum: 88
LV1284 Q-10373,,,
LV1284 Q-10373,,Journey Summary,47
LV1284 Q-10373,,Ignition Off,47
LV1284 Q-10373,,Journey Periodic,198
LV1284 Q-10373,,Harsh Cornering,26
LV1284 Q-10373,,Harsh RPM,50
LV1284 Q-10373,,Harsh Acceleration,41
LV1284 Q-10373,,Overspeed End,16
LV1284 Q-10373,,Overspeed Start,16
LV1284 Q-10373,,Ignition On,47
LV1284 Q-10373,,Heartbeat,41
LV1284 Q-10373,,External Power Restore,1
LV1284 Q-10373,,External Power Loss,1
LV1284 Q-10373,,Geofence Exit,5
LV1284 Q-10373,,Geofence Entry,5
LV1284 Q-10373,,Harsh Deceleration,1
LV1284 Q-10373,Count: 15,,Sum: 542
LV1285 R-72978,,,
LV1285 R-72978,,Tag Out,35
LV1285 R-72978,,Journey Summary,35
LV1285 R-72978,,Ignition Off,35
LV1285 R-72978,,Journey Periodic,165
LV1285 R-72978,,Geofence Exit,45
LV1285 R-72978,,Geofence Entry,45
LV1285 R-72978,,Ignition On,35
LV1285 R-72978,,Tag In,35
LV1285 R-72978,,Heartbeat,14
LV1285 R-72978,,Harsh Acceleration,22
LV1285 R-72978,,Harsh Cornering,11
LV1285 R-72978,,Harsh RPM,2
LV1285 R-72978,,External Power Restore,1
LV1285 R-72978,,External Power Loss,1
LV1285 R-72978,Count: 14,,Sum: 481
LV1286 Q-80797,,,
LV1286 Q-80797,,Heartbeat,13
LV1286 Q-80797,,Tag Out,3
LV1286 Q-80797,,Tag In,3
LV1286 Q-80797,,Journey Summary,3
LV1286 Q-80797,,Ignition Off,3
LV1286 Q-80797,,Ignition On,3
LV1286 Q-80797,Count: 6,,Sum: 28
LV1287 K-12580,,,
LV1287 K-12580,,Tag In,2
LV1287 K-12580,,Heartbeat,14
LV1287 K-12580,,Tag Out,2
LV1287 K-12580,Count: 3,,Sum: 18
LV1288 L-83025,,,
LV1288 L-83025,,Tag Out,52
LV1288 L-83025,,Journey Summary,52
LV1288 L-83025,,Ignition Off,52
LV1288 L-83025,,Journey Periodic,146
LV1288 L-83025,,Ignition On,52
LV1288 L-83025,,Tag In,52
LV1288 L-83025,,Heartbeat,13
LV1288 L-83025,,Harsh Acceleration,14
LV1288 L-83025,,Harsh Cornering,3
LV1288 L-83025,,Geofence Exit,2
LV1288 L-83025,,Geofence Entry,2
LV1288 L-83025,,External Power Restore,1
LV1288 L-83025,,External Power Loss,1
LV1288 L-83025,,Idle End,1
LV1288 L-83025,,Idle Start,1
LV1288 L-83025,Count: 15,,Sum: 444
LV1289 O-49852,,,
LV1289 O-49852,,Heartbeat,14
LV1289 O-49852,,External Power Restore,1
LV1289 O-49852,,External Power Loss,1
LV1289 O-49852,,Tag In,1
LV1289 O-49852,,Tag Out,1
LV1289 O-49852,Count: 5,,Sum: 18
LV1290 K-56709,,,
LV1290 K-56709,,Tag Out,127
LV1290 K-56709,,Journey Summary,127
LV1290 K-56709,,Ignition Off,128
LV1290 K-56709,,Journey Periodic,2487
LV1290 K-56709,,Ignition On,128
LV1290 K-56709,,Tag In,127
LV1290 K-56709,,Harsh Acceleration,79
LV1290 K-56709,,Geofence Exit,8
LV1290 K-56709,,Geofence Entry,8
LV1290 K-56709,,Harsh Cornering,17
LV1290 K-56709,,Heartbeat,14
